TCS,name,lat,lon,PHASE,PHASE_STATUS,PHASE_STATUS_TEXT
698,BRIMLEY RD & ELLESMERE RD,43.770074105586126,-79.26130494000031,8,9.0,Begin Yellow Clearance
702,MARKHAM RD & ELLESMERE RD,43.77643599969304,-79.23175600258442,1,10.0,End Yellow Clearance
702,MARKHAM RD & ELLESMERE RD,43.77643599969304,-79.23175600258442,4,2.0,Begin Green
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,2,8.0,Green Termination
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,2,9.0,Begin Yellow Clearance
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,2,9.0,Begin Yellow Clearance
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,2,9.0,Begin Yellow Clearance
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,6,8.0,Green Termination
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,6,9.0,Begin Yellow Clearance
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,6,9.0,Begin Yellow Clearance
704,MARKHAM RD & GREENCEDAR CRCT,43.757839996073564,-79.22470900272555,6,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,2,8.0,Green Termination
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,2,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,2,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,2,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,6,8.0,Green Termination
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,6,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,6,9.0,Begin Yellow Clearance
293,DUNDAS ST E & RIVER ST,43.661197998562976,-79.35816200609646,6,9.0,Begin Yellow Clearance
816,EASTERN AVE & CHERRY ST,43.65390599768001,-79.35853300007898,2,10.0,End Yellow Clearance
816,EASTERN AVE & CHERRY ST,43.65390599768001,-79.35853300007898,6,10.0,End Yellow Clearance
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,4,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,8,2.0,Begin Green
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,10,10.0,End Yellow Clearance
175,RIVER ST & SHUTER ST,43.65952399678569,-79.35745700462849,12,10.0,End Yellow Clearance
260,SHERBOURNE ST & CARLTON ST,43.66319000331388,-79.37306099903763,4,2.0,Begin Green
260,SHERBOURNE ST & CARLTON ST,43.66319000331388,-79.37306099903763,8,2.0,Begin Green
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,4,8.0,Green Termination
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,4,9.0,Begin Yellow Clearance
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,4,9.0,Begin Yellow Clearance
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,4,9.0,Begin Yellow Clearance
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,8,8.0,Green Termination
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,8,9.0,Begin Yellow Clearance
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,8,9.0,Begin Yellow Clearance
259,SHERBOURNE ST & GERRARD ST E,43.66122599965106,-79.37223600583513,8,9.0,Begin Yellow Clearance
27,VICTORIA ST & RICHMOND ST E,43.651962997434154,-79.37775900082354,2,2.0,Begin Green
32,YONGE ST & ADELAIDE ST,43.65040699747505,-79.37846999990198,7,8.0,Green Termination
32,YONGE ST & ADELAIDE ST,43.65040699747505,-79.37846999990198,7,9.0,Begin Yellow Clearance
288,DUNDAS ST E & PAPE AVE,43.66541600258345,-79.3392570051504,4,10.0,End Yellow Clearance
288,DUNDAS ST E & PAPE AVE,43.66541600258345,-79.3392570051504,8,10.0,End Yellow Clearance
658,GREENWOOD AVE & SAMMON AVE,43.68688400277677,-79.33466800143316,4,2.0,Begin Green
658,GREENWOOD AVE & SAMMON AVE,43.68688400277677,-79.33466800143316,4,2.0,Begin Green
658,GREENWOOD AVE & SAMMON AVE,43.68688400277677,-79.33466800143316,8,2.0,Begin Green
658,GREENWOOD AVE & SAMMON AVE,43.68688400277677,-79.33466800143316,8,2.0,Begin Green
818,EASTERN AVE & LOGAN AVE,43.657878000621814,-79.34139700268494,4,2.0,Begin Green
818,EASTERN AVE & LOGAN AVE,43.657878000621814,-79.34139700268494,8,2.0,Begin Green
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,4,8.0,Green Termination
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,4,9.0,Begin Yellow Clearance
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,4,9.0,Begin Yellow Clearance
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,8,8.0,Green Termination
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,8,9.0,Begin Yellow Clearance
611,DUFFERIN ST & HOLMESDALE RD,43.6886280032807,-79.44738499663075,8,9.0,Begin Yellow Clearance
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,4,8.0,Green Termination
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,4,9.0,Begin Yellow Clearance
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,4,9.0,Begin Yellow Clearance
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,8,8.0,Green Termination
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,8,9.0,Begin Yellow Clearance
112,ST CLAIR AVE W & AVENUE RD,43.68664000311383,-79.40149499494869,8,9.0,Begin Yellow Clearance
478,ST CLAIR AVE W & RUSSELL HILL RD,43.685347997350256,-79.40790400454422,2,2.0,Begin Green
478,ST CLAIR AVE W & RUSSELL HILL RD,43.685347997350256,-79.40790400454422,2,2.0,Begin Green
270,ADELAIDE ST W & PETER ST,43.647319996419945,-79.39285899853249,2,2.0,Begin Green
270,ADELAIDE ST W & PETER ST,43.647319996419945,-79.39285899853249,2,2.0,Begin Green
270,ADELAIDE ST W & PETER ST,43.647319996419945,-79.39285899853249,5,2.0,Begin Green
270,ADELAIDE ST W & PETER ST,43.647319996419945,-79.39285899853249,5,2.0,Begin Green
181,DUNDAS ST W & LANSDOWNE AVE,43.650167999528435,-79.43973100029949,2,8.0,Green Termination
181,DUNDAS ST W & LANSDOWNE AVE,43.650167999528435,-79.43973100029949,2,9.0,Begin Yellow Clearance
770,DWIGHT AVE & BIRMINGHAM ST,43.60485599552839,-79.4990060016926,8,2.0,Begin Green
336,BLOOR ST W & THE KINGSWAY,43.65006500324303,-79.49921400085309,2,2.0,Begin Green
336,BLOOR ST W & THE KINGSWAY,43.65006500324303,-79.49921400085309,2,2.0,Begin Green
336,BLOOR ST W & THE KINGSWAY,43.65006500324303,-79.49921400085309,6,2.0,Begin Green
336,BLOOR ST W & THE KINGSWAY,43.65006500324303,-79.49921400085309,6,2.0,Begin Green
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,2,8.0,Green Termination
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,2,9.0,Begin Yellow Clearance
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,2,9.0,Begin Yellow Clearance
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,2,9.0,Begin Yellow Clearance
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,6,8.0,Green Termination
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,6,9.0,Begin Yellow Clearance
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,6,9.0,Begin Yellow Clearance
668,DONLANDS AVE & COSBURN AVE,43.691171999620934,-79.34169000103388,6,9.0,Begin Yellow Clearance
61,BAY ST & KING ST W,43.64865000319741,-79.38027799426453,4,10.0,End Yellow Clearance
61,BAY ST & KING ST W,43.64865000319741,-79.38027799426453,8,10.0,End Yellow Clearance
754,LESLIE ST & 401 C E LESLIE ST RAMP,43.76374300302477,-79.36191900105972,1,2.0,Begin Green
967,JANE ST & SHOREHAM DR,43.76882600381132,-79.52040400352041,1,2.0,Begin Green
71,YORK ST & WELLINGTON ST W,43.646604995716395,-79.38302899624347,4,9.0,Begin Yellow Clearance
71,YORK ST & WELLINGTON ST W,43.646604995716395,-79.38302899624347,8,9.0,Begin Yellow Clearance
62,BAY ST & ADELAIDE ST W,43.6498919999844,-79.38081000017033,2,9.0,Begin Yellow Clearance
62,BAY ST & ADELAIDE ST W,43.6498919999844,-79.38081000017033,4,9.0,Begin Yellow Clearance
62,BAY ST & ADELAIDE ST W,43.6498919999844,-79.38081000017033,6,9.0,Begin Yellow Clearance
62,BAY ST & ADELAIDE ST W,43.6498919999844,-79.38081000017033,8,2.0,Begin Green
607,DUFFERIN ST & HALLAM ST,43.66585100105976,-79.4379239969645,2,9.0,Begin Yellow Clearance
607,DUFFERIN ST & HALLAM ST,43.66585100105976,-79.4379239969645,4,9.0,Begin Yellow Clearance
607,DUFFERIN ST & HALLAM ST,43.66585100105976,-79.4379239969645,6,9.0,Begin Yellow Clearance
607,DUFFERIN ST & HALLAM ST,43.66585100105976,-79.4379239969645,8,9.0,Begin Yellow Clearance
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,4,8.0,Green Termination
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,4,9.0,Begin Yellow Clearance
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,4,9.0,Begin Yellow Clearance
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,8,8.0,Green Termination
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,8,9.0,Begin Yellow Clearance
23,CHURCH ST & CARLTON ST,43.6618750013235,-79.37937399836817,8,9.0,Begin Yellow Clearance
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,2,8.0,Green Termination
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,2,9.0,Begin Yellow Clearance
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,2,9.0,Begin Yellow Clearance
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,6,8.0,Green Termination
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,6,9.0,Begin Yellow Clearance
389,DAVENPORT RD & LANSDOWNE AVE,43.67155699775894,-79.4483029959086,6,9.0,Begin Yellow Clearance
846,ANNETTE ST & HIGH PARK AVE,43.66287899561989,-79.46925999863514,4,2.0,Begin Green
846,ANNETTE ST & HIGH PARK AVE,43.66287899561989,-79.46925999863514,8,2.0,Begin Green
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,4,8.0,Green Termination
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,4,9.0,Begin Yellow Clearance
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,4,9.0,Begin Yellow Clearance
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,8,8.0,Green Termination
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,8,9.0,Begin Yellow Clearance
247,PARLIAMENT ST & SHUTER ST,43.65694300019748,-79.36500199939917,8,9.0,Begin Yellow Clearance
380,LAWRENCE AVE E & MCCOWAN RD,43.755547995699345,-79.2454219966729,3,8.0,Green Termination
380,LAWRENCE AVE E & MCCOWAN RD,43.755547995699345,-79.2454219966729,3,9.0,Begin Yellow Clearance
380,LAWRENCE AVE E & MCCOWAN RD,43.755547995699345,-79.2454219966729,7,8.0,Green Termination
380,LAWRENCE AVE E & MCCOWAN RD,43.755547995699345,-79.2454219966729,7,9.0,Begin Yellow Clearance
154,KINGSTON RD & BIRCHMOUNT RD,43.693046004088224,-79.26233300420893,5,10.0,End Yellow Clearance
408,LAWRENCE AVE E & PHARMACY AVE,43.74324200254189,-79.30464499889774,1,9.0,Begin Yellow Clearance
414,LAWRENCE AVE E & BRIMLEY RD,43.75352600203006,-79.25536699408468,4,10.0,End Yellow Clearance
414,LAWRENCE AVE E & BRIMLEY RD,43.75352600203006,-79.25536699408468,8,10.0,End Yellow Clearance
694,WARDEN AVE & ELLESMERE RD,43.76119300353126,-79.30075100302867,3,9.0,Begin Yellow Clearance
356,DANFORTH AVE & PHARMACY AVE,43.69232999560851,-79.2833779990601,2,10.0,End Yellow Clearance
356,DANFORTH AVE & PHARMACY AVE,43.69232999560851,-79.2833779990601,6,10.0,End Yellow Clearance
358,DANFORTH AVE & WARDEN AVE,43.69436499771531,-79.27365000361921,1,8.0,Green Termination
358,DANFORTH AVE & WARDEN AVE,43.69436499771531,-79.27365000361921,1,9.0,Begin Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,1,10.0,End Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,5,10.0,End Yellow Clearance
702,MARKHAM RD & ELLESMERE RD,43.77643599969304,-79.23175600258442,1,10.0,End Yellow Clearance
699,MCCOWAN RD & ELLESMERE RD,43.77214199662148,-79.25149799520325,7,8.0,Green Termination
699,MCCOWAN RD & ELLESMERE RD,43.77214199662148,-79.25149799520325,7,9.0,Begin Yellow Clearance
699,MCCOWAN RD & ELLESMERE RD,43.77214199662148,-79.25149799520325,7,9.0,Begin Yellow Clearance
261,SHERBOURNE ST & WELLESLEY ST E,43.66709399853632,-79.37468299875049,2,9.0,Begin Yellow Clearance
261,SHERBOURNE ST & WELLESLEY ST E,43.66709399853632,-79.37468299875049,4,2.0,Begin Green
261,SHERBOURNE ST & WELLESLEY ST E,43.66709399853632,-79.37468299875049,6,9.0,Begin Yellow Clearance
261,SHERBOURNE ST & WELLESLEY ST E,43.66709399853632,-79.37468299875049,8,2.0,Begin Green
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,2,2.0,Begin Green
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,2,2.0,Begin Green
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,6,2.0,Begin Green
31,YONGE ST & KING ST,43.649148000999304,-79.37791800251752,6,2.0,Begin Green
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,4,8.0,Green Termination
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,4,9.0,Begin Yellow Clearance
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,4,9.0,Begin Yellow Clearance
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,8,8.0,Green Termination
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,8,9.0,Begin Yellow Clearance
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,8,9.0,Begin Yellow Clearance
803,OAKWOOD AVE & VAUGHAN RD,43.692654002156154,-79.44084399505425,2,10.0,End Yellow Clearance
803,OAKWOOD AVE & VAUGHAN RD,43.692654002156154,-79.44084399505425,6,10.0,End Yellow Clearance
676,BATHURST ST & DREWRY AVE,43.78103800284861,-79.44483399514442,1,2.0,Begin Green
676,BATHURST ST & DREWRY AVE,43.78103800284861,-79.44483399514442,1,2.0,Begin Green
676,BATHURST ST & DREWRY AVE,43.78103800284861,-79.44483399514442,5,2.0,Begin Green
676,BATHURST ST & DREWRY AVE,43.78103800284861,-79.44483399514442,5,2.0,Begin Green
608,DUFFERIN ST & DUPONT ST,43.6684640022915,-79.43903499726154,7,10.0,End Yellow Clearance
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,4,8.0,Green Termination
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,4,9.0,Begin Yellow Clearance
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,4,9.0,Begin Yellow Clearance
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,8,8.0,Green Termination
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,8,9.0,Begin Yellow Clearance
830,COLLEGE ST & DOVERCOURT RD,43.653600002648844,-79.42640399940743,8,9.0,Begin Yellow Clearance
93,EGLINTON AVE E & REDPATH AVE,43.70786100244126,-79.39281899795603,4,9.0,Begin Yellow Clearance
93,EGLINTON AVE E & REDPATH AVE,43.70786100244126,-79.39281899795603,8,9.0,Begin Yellow Clearance
379,EGLINTON AVE E & DANFORTH RD,43.7370970034789,-79.24616400453058,1,2.0,Begin Green
774,EVANS AVE & HORNER AVE,43.61699300131776,-79.51884600560705,4,10.0,End Yellow Clearance
774,EVANS AVE & HORNER AVE,43.61699300131776,-79.51884600560705,8,10.0,End Yellow Clearance
893,BROWNS LINE & EVANS BROWNS LN RAMP,43.609008997652595,-79.54831299884904,8,2.0,Begin Green
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,2,8.0,Green Termination
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,2,9.0,Begin Yellow Clearance
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,2,9.0,Begin Yellow Clearance
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,6,8.0,Green Termination
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,6,9.0,Begin Yellow Clearance
791,ALBION RD & MARTIN GROVE RD,43.74192399604734,-79.5942100026002,6,9.0,Begin Yellow Clearance
552,QUEEN ST W & AUGUSTA AVE,43.64806700362799,-79.3996759945446,4,2.0,Begin Green
552,QUEEN ST W & AUGUSTA AVE,43.64806700362799,-79.3996759945446,8,2.0,Begin Green
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,4,8.0,Green Termination
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,4,9.0,Begin Yellow Clearance
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,4,9.0,Begin Yellow Clearance
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,8,8.0,Green Termination
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,8,9.0,Begin Yellow Clearance
609,DUFFERIN ST & HOPE ST,43.6823679996393,-79.44484400505301,8,9.0,Begin Yellow Clearance
915,DUNDAS ST W & EAST MALL CRES,43.630377004270194,-79.54982000475502,4,2.0,Begin Green
915,DUNDAS ST W & EAST MALL CRES,43.630377004270194,-79.54982000475502,4,2.0,Begin Green
915,DUNDAS ST W & EAST MALL CRES,43.630377004270194,-79.54982000475502,8,2.0,Begin Green
915,DUNDAS ST W & EAST MALL CRES,43.630377004270194,-79.54982000475502,8,2.0,Begin Green
20,CHURCH ST & SHUTER ST,43.65482900187331,-79.37646099976334,4,2.0,Begin Green
20,CHURCH ST & SHUTER ST,43.65482900187331,-79.37646099976334,8,2.0,Begin Green
529,JANE ST & TRETHEWEY DR,43.69759299934859,-79.5023790019841,4,2.0,Begin Green
529,JANE ST & TRETHEWEY DR,43.69759299934859,-79.5023790019841,4,2.0,Begin Green
987,BIRCHMOUNT RD & HUNTINGWOOD DR,43.79043999645227,-79.30229499782428,3,2.0,Begin Green
847,ANNETTE ST & RUNNYMEDE RD,43.66006000062772,-79.48001500181464,4,2.0,Begin Green
847,ANNETTE ST & RUNNYMEDE RD,43.66006000062772,-79.48001500181464,4,2.0,Begin Green
991,WILSON AVE & YONGE BLVD,43.74128699593404,-79.41522599634571,4,10.0,End Yellow Clearance
991,WILSON AVE & YONGE BLVD,43.74128699593404,-79.41522599634571,8,10.0,End Yellow Clearance
156,KINGSTON RD & WARDEN AVE,43.68775899662031,-79.27091800373361,5,10.0,End Yellow Clearance
408,LAWRENCE AVE E & PHARMACY AVE,43.74324200254189,-79.30464499889774,5,9.0,Begin Yellow Clearance
414,LAWRENCE AVE E & BRIMLEY RD,43.75352600203006,-79.25536699408468,7,10.0,End Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,4,8.0,Green Termination
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,4,9.0,Begin Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,4,9.0,Begin Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,8,8.0,Green Termination
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,8,9.0,Begin Yellow Clearance
695,ELLESMERE RD & BIRCHMOUNT RD,43.76342699585293,-79.29136199492909,8,9.0,Begin Yellow Clearance
702,MARKHAM RD & ELLESMERE RD,43.77643599969304,-79.23175600258442,4,2.0,Begin Green
886,BIRCHMOUNT RD & BERTRAND AVE,43.73523999570281,-79.27987000052553,2,9.0,Begin Yellow Clearance
886,BIRCHMOUNT RD & BERTRAND AVE,43.73523999570281,-79.27987000052553,6,9.0,Begin Yellow Clearance
886,BIRCHMOUNT RD & BERTRAND AVE,43.73523999570281,-79.27987000052553,6,9.0,Begin Yellow Clearance
993,CHURCH ST & GOULD ST,43.65821100208543,-79.37785499612035,2,9.0,Begin Yellow Clearance
993,CHURCH ST & GOULD ST,43.65821100208543,-79.37785499612035,6,9.0,Begin Yellow Clearance
260,SHERBOURNE ST & CARLTON ST,43.66319000331388,-79.37306099903763,2,10.0,End Yellow Clearance
260,SHERBOURNE ST & CARLTON ST,43.66319000331388,-79.37306099903763,6,10.0,End Yellow Clearance
319,SHERBOURNE ST & SHUTER ST,43.656161997879,-79.37012199393418,4,2.0,Begin Green
319,SHERBOURNE ST & SHUTER ST,43.656161997879,-79.37012199393418,4,2.0,Begin Green
319,SHERBOURNE ST & SHUTER ST,43.656161997879,-79.37012199393418,8,2.0,Begin Green
319,SHERBOURNE ST & SHUTER ST,43.656161997879,-79.37012199393418,8,2.0,Begin Green
374,BROADVIEW AVE & GERRARD ST E,43.66548600003973,-79.35262399472575,4,10.0,End Yellow Clearance
374,BROADVIEW AVE & GERRARD ST E,43.66548600003973,-79.35262399472575,8,10.0,End Yellow Clearance
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,4,2.0,Begin Green
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,4,2.0,Begin Green
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,8,2.0,Begin Green
287,DUNDAS ST E & JONES AVE,43.66616999568602,-79.3343180018094,8,2.0,Begin Green
308,BATHURST ST & BURTON RD,43.69193500039129,-79.42187300313837,2,10.0,End Yellow Clearance
308,BATHURST ST & BURTON RD,43.69193500039129,-79.42187300313837,6,10.0,End Yellow Clearance
138,MOUNT PLEASANT RD & MANOR RD E,43.704292004319306,-79.38857099603246,6,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,2,8.0,Green Termination
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,2,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,2,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,2,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,6,8.0,Green Termination
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,6,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,6,9.0,Begin Yellow Clearance
610,DUFFERIN ST & ROGERS RD,43.68556599741826,-79.44611700360159,6,9.0,Begin Yellow Clearance
297,BATHURST ST & FRONT ST W,43.640749003624556,-79.40142099479895,4,10.0,End Yellow Clearance
297,BATHURST ST & FRONT ST W,43.640749003624556,-79.40142099479895,8,10.0,End Yellow Clearance
303,BATHURST ST & HARBORD ST,43.661513995877385,-79.40976900107762,2,2.0,Begin Green
303,BATHURST ST & HARBORD ST,43.661513995877385,-79.40976900107762,4,10.0,End Yellow Clearance
303,BATHURST ST & HARBORD ST,43.661513995877385,-79.40976900107762,6,10.0,End Yellow Clearance
303,BATHURST ST & HARBORD ST,43.661513995877385,-79.40976900107762,8,2.0,Begin Green
303,BATHURST ST & HARBORD ST,43.661513995877385,-79.40976900107762,9,10.0,End Yellow Clearance
74,YORK ST & RICHMOND ST W,43.65043999948295,-79.38465000334755,8,2.0,Begin Green
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,2,8.0,Green Termination
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,2,9.0,Begin Yellow Clearance
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,2,9.0,Begin Yellow Clearance
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,6,8.0,Green Termination
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,6,9.0,Begin Yellow Clearance
766,LAKE SHORE BLVD W & TWENTY SEVENTH ST,43.59641800013427,-79.52499499915713,6,9.0,Begin Yellow Clearance
774,EVANS AVE & HORNER AVE,43.61699300131776,-79.51884600560705,2,2.0,Begin Green
774,EVANS AVE & HORNER AVE,43.61699300131776,-79.51884600560705,2,2.0,Begin Green
774,EVANS AVE & HORNER AVE,43.61699300131776,-79.51884600560705,5,2.0,Begin Green
218,LAKE SHORE BLVD W & BURLINGTON ST,43.61728000055355,-79.48734799819799,2,2.0,Begin Green
218,LAKE SHORE BLVD W & BURLINGTON ST,43.61728000055355,-79.48734799819799,6,2.0,Begin Green
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,2,8.0,Green Termination
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,2,9.0,Begin Yellow Clearance
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,2,9.0,Begin Yellow Clearance
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,6,8.0,Green Termination
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,6,9.0,Begin Yellow Clearance
898,PARKWOODS VILLAGE DR & GISBURN RD,43.76011199720486,-79.32199500257336,6,9.0,Begin Yellow Clearance
715,ISLINGTON AVE & BERGAMOT AVE,43.71694699918932,-79.55598300173916,1,2.0,Begin Green
65,BAY ST & ALBERT ST,43.65297000072569,-79.38264099929786,4,2.0,Begin Green
65,BAY ST & ALBERT ST,43.65297000072569,-79.38264099929786,4,2.0,Begin Green
65,BAY ST & ALBERT ST,43.65297000072569,-79.38264099929786,8,2.0,Begin Green
65,BAY ST & ALBERT ST,43.65297000072569,-79.38264099929786,8,2.0,Begin Green
21,DUNDAS ST E & CHURCH ST,43.656500996264775,-79.37714800595033,4,10.0,End Yellow Clearance
21,DUNDAS ST E & CHURCH ST,43.656500996264775,-79.37714800595033,8,10.0,End Yellow Clearance
